CapturedFrameNumber,LatencyInMs
1533,8.8805
1534,9.245299
1535,8.6161
1536,8.738899
1537,9.3719
1538,8.9684
1539,8.8499
1540,9
1541,8.974299
1542,9.4396
1543,8.7832
1544,9.0688
1545,9.3913
1546,8.5183
1547,9.2719
1548,8.7768
1549,8.9419
1550,9.291101
1551,9.031199
1552,8.84
1553,9.1443
1554,8.9526
1555,9.0275
1556,8.590401
1557,9.0698
1558,8.8915
1559,9.774199
1560,8.505401
1561,9.2623
1562,8.9264
1563,8.7226
1564,8.9558
1565,8.8684
1566,8.8189
1567,8.875501
1568,9.1886
1569,8.8807
1570,8.9884
1571,8.6332
1572,8.9132
1573,8.9044
1574,8.9484
1575,9.1053
1576,9.0601
1577,8.702499
1578,9.095099
1579,9.1314
1580,8.5527
1581,8.9609
1582,9.1502
1583,8.8344
1584,8.7912
1585,9.1739
1586,8.800401
1587,8.996799
1588,8.961101
1589,9.0974
1590,8.760799
1591,9.049399
1592,8.9792
1593,9.0351
1594,8.7376
1595,9.56
1596,9.2714
1597,8.5387
1598,8.817
1599,8.9021
1600,9.1715
1601,8.5095
1602,9.8304
1603,8.7672
1604,8.9888
1605,9.043799
1606,8.8944
1607,8.8349
1608,8.9034
1609,9.1074
1610,8.815599
1611,8.8439
1612,8.7984
1613,9.318299
1614,8.5617
1615,9.311299
1616,8.647
1617,8.9106
1618,9.0288
1619,8.9224
1620,9.0243
1621,8.8483
1622,9.507199
1623,8.9473
1624,8.917
1625,8.731
1626,9.0419
1627,9.164701
1628,8.8606
1629,8.9804
1630,9.5988
1631,8.6236
1632,9.2502
1633,8.6719
1634,8.9173
1635,8.9444
1636,8.982599
1637,8.865601
1638,8.8648
1639,9.1509
1640,8.703899
1641,9.2603
1642,8.742599
1643,8.9776
1644,8.9246
1645,8.8249
1646,8.918301
1647,9.36
1648,8.5899
1649,8.7436
1650,8.8842
1651,9.1929
1652,8.9633
1653,8.7219
1654,9.2113
1655,9.5478
1656,9.4705
1657,8.4749
1658,9.0988
1659,8.804
1660,9.0651
1661,8.8792
1662,9.4963
1663,9.113299
1664,9.1303
1665,8.6097
1666,8.7988
1667,9.276
1668,8.931299
1669,8.8936
1670,9.159101
1671,8.9716
1672,8.682199
1673,8.730599
1674,8.9301
1675,9.0638
1676,8.9112
1677,8.9798
1678,8.8914
1679,8.763
1680,8.8387
1681,9.2981
1682,9.052299
1683,9.3332
1684,9.0781
1685,8.8487
1686,8.8398
1687,9.051101
1688,8.959399
1689,9.0527
1690,8.9414
1691,9.0493
1692,8.8069
1693,8.6791
1694,9.1751
1695,9.0619
1696,8.7542
1697,9.1925
1698,9.0599
1699,8.900599
1700,8.870501
1701,9.2019
1702,9.0392
1703,8.8529
1704,8.9804
1705,9.148499
1706,9.637899
1707,8.6919
1708,9.1596
1709,9.3698
1710,9.3382
1711,9.0161
1712,9.111501
1713,8.4538
1714,9.0671
1715,9.319099
1716,8.5148
1717,8.998099
1718,8.989901
1719,8.9079
1720,8.9301
1721,9.0753
1722,9.0855
1723,8.9691
1724,8.7837
1725,9.1575
1726,8.618401
1727,8.695101
1728,9.1706
1729,8.7261
1730,8.7981
1731,8.6992
1732,9.6532
1733,8.3639
1734,8.7093
1735,9.0423
1736,8.846
1737,9.2065
1738,8.8527
1739,8.871699
1740,9.057301
1741,8.6902
1742,9.3046
1743,8.7068
1744,8.8848
1745,8.767301
1746,9.2727
1747,9.0241
1748,9.1378
1749,9.2569
1750,8.4983
1751,8.8211
1752,8.946799
1753,9.0627
1754,9.091599
1755,9.0087
1756,8.9244
1757,8.6952
1758,8.7546
1759,9.317699
1760,9.0324
1761,8.755199
1762,9.0041
1763,9.649699
1764,9.138
1765,8.7564
1766,9.3874
1767,8.6337
1768,9.1349
1769,8.2733
1770,9.1498
1771,8.683
1772,8.7171
1773,9.0189
1774,9.0804
1775,8.8943
1776,9.2416
1777,8.909
1778,8.8321
1779,8.822101
1780,9.1003
1781,9.3983
1782,8.849601
1783,9.2114
1784,8.448899
1785,8.9114
1786,9.027301
1787,9.066401
1788,8.7645
1789,8.9958
1790,9.241401
1791,9.1085
1792,8.945601
1793,9.0044
1794,8.9979
1795,8.9993
1796,8.7972
1797,9.0288
1798,8.899199
1799,9.0354
1800,9.4111
1801,8.659301
1802,8.8526
1803,9.1279
1804,9.0799
1805,8.9171
1806,8.686601
1807,8.9076
1808,9.072801
1809,8.8093
1810,8.9551
1811,9.0441
1812,9.1073
1813,8.8317
1814,8.8952
1815,8.9073
1816,8.9635
1817,9.228499
1818,8.9608
1819,9.0298
1820,8.9206
1821,9.1511
1822,8.7419
1823,8.7605
1824,9.2201
1825,8.3117
1826,9.1155
1827,8.8018
1828,9.2815
1829,8.872499
1830,9.0648
1831,9.5176
1832,9.0048
1833,8.931101
1834,9.1999
1835,8.7645
1836,9.000999
1837,8.5905
1838,8.9232
1839,9.4143
1840,8.849401
1841,9.0731
1842,9.1239
1843,8.9332
1844,8.8183
1845,9.0006
1846,8.9636
1847,8.7704
1848,8.8167
1849,8.939401
1850,8.7108
1851,9.283
1852,8.894
1853,8.6706
1854,9.005
1855,8.749101
1856,9.3789
1857,8.8435
1858,8.8218
1859,8.909801
1860,9.0475
1861,8.8863
1862,9.1351
1863,9.0811
1864,8.8392
1865,8.6745
1866,9.1285
1867,9.4166
1868,9.0419
1869,8.880301
1870,9.0232
1871,8.8468
1872,9.085199
1873,9.0624
1874,8.9123
1875,8.6605
1876,9.1364
1877,8.862
1878,8.8921
1879,9.183101
1880,9.0742
1881,8.7778
1882,9.3785
1883,8.8358
1884,8.9763
